word,empathy,distress,stemma
starbucks,3.82391097345617,3.45121237622573,starbuck
stardom,4.0362263932209,1.70072834939343,stardom
stared,2.4994551677923,4.59399838309902,stare
stars,4.53888979597094,3.66218737785576,star
start,2.99777003595174,3.12799087456548,start
started,3.43657716199289,3.5764500054658,start
starters,1.88238033955055,1.27691163577764,starter
starting,2.80446095882817,2.72443629482427,start
starts,3.1813218448548,2.75819060643099,start
starvation,5.26545928769687,5.04889310565465,starvat
starving,4.75741996593107,5.16428780513128,starv
stat,3.23272313020632,2.58481378260608,stat
state,3.70616088635258,3.56234567501905,state
stated,2.79064480038931,2.84804322983059,state
statement,2.98089008849934,4.39631472789093,statement
statements,2.73657949675111,3.97474578553883,statement
states,3.62475123866846,3.70851253089785,state
stateside,2.22331025836045,1.67623138518342,statesid
stating,2.70574461120863,2.9637213543195,state
station,4.32471965924968,4.29434343826834,station
stations,4.36509417769583,3.91137399669249,station
statistic,4.10286293954342,4.68422914616538,statist
statistical,3.33020751367202,2.87874101795348,statist
statistically,3.28996407314408,2.4936984922785,statist
statisticis,2.33399398365416,2.23877081014407,statistici
statistics,3.73562354073238,4.11460352779683,statist
statment,2.44111163130324,3.24267373147352,statment
stats,3.31680271401479,2.54894871655567,stat
statue,2.58985369383911,2.32457476735699,statu
status,4.3171835788225,1.84648113201561,statu
stay,2.38296068002933,1.76461438713943,stay
stayed,1.94039010724852,2.12620613694835,stay
staying,2.14563182670587,1.92257413352515,stay
stays,1.75712247415987,1.22268511514014,stay
steal,3.42036090594661,3.56184171137784,steal
stealing,2.95011622028199,3.93643721339913,steal
steaming,2.32911647051688,3.91124045111686,steam
steel,3.95999296027137,4.36212252578481,steel
steer,2.88303205608159,2.6711715610024,steer
steering,3.69621830270095,1.98194693235114,steer
stem,1.99444717759927,3.57477949542764,stem
step,2.57843859283718,4.33961347673162,step
stepdad,4.27425509019314,4.44924042063413,stepdad
stepped,2.97648270974792,4.19646229333992,step
steps,4.10527760213773,4.07522878647316,step
stereotypes,3.4109859711984,3.75705414913428,stereotyp
steve,3.69451432755075,3.01735551145625,steve
stick,1.51068269283391,1.52809058600272,stick
sticker,2.7170060100011,2.74071868511812,sticker
sticking,1.46905093341141,1.91598828780976,stick
stigma,3.8307258421262,3.27031387990168,stigma
still,2.07633975688309,1.96513466910352,still
stimulate,2.92594410014881,3.56777261162739,stimul
stimulated,1.6664733369041,2.37454431025414,stimul
sting,4.1625578680315,3.84948889004478,sting
stink,1.27154847846973,1.76872571621922,stink
stipulations,2.88362533808045,2.19080206401088,stipul
stir,2.12978805990367,2.71930928864948,stir
stirred,2.42853047119058,2.72476900268007,stir
stirs,2.49030934812592,2.74709840071877,stir
stock,1.49351529266196,2.04769028293251,stock
stoic,3.54715145238204,2.16141439066939,stoic
stole,3.45028401912731,3.63973080441356,stole
stolen,4.16516320467607,3.81805563237472,stolen
stomach,4.41641556729266,4.76210846298449,stomach
stomachs,4.4453295614,4.85230197809343,stomach
stomp,4.68875054165206,4.20207950869056,stomp
stonewalled,3.12823163462172,4.26510473396837,stonewal
stood,1.87529710740664,3.96515269940747,stood
stop,2.78513813578283,5.06902449591194,stop
stopped,2.49708482030326,4.82885479487033,stop
stopping,2.39103805320345,4.2508449327041,stop
stops,2.98361547412969,3.7891707918847,stop
store,2.22295628921548,3.71991912321742,store
stored,3.23662892373347,1.78695781080013,store
stores,3.09647571215204,3.25631360781334,store
storied,4.84194474817475,2.45437914347512,stori
stories,3.85064078748511,2.20124694665402,stori
storm,3.1093114421154,3.0431712629741,storm
stormed,4.55329195906088,5.12380095787648,storm
storms,4.89977630540047,4.49280093759094,storm
story,3.76593087701793,2.86719859960126,stori
stove,2.20255497514559,2.19245265072613,stove
straight,2.10847478175167,2.10369510247123,straight
straighten,1.78399219194382,3.60996958286492,straighten
strain,2.53352916525679,2.00698513788243,strain
strains,3.38844665152475,2.01256495170383,strain
strange,1.49153467395066,2.45102397594404,strang
stranger,2.04914936834759,4.3083218364901,stranger
strangers,3.29828035762228,4.31516885713835,stranger
strangest,1.20278877060013,3.0748741453866,strangest
stranglehold,4.05902631456555,4.66542084181037,stranglehold
strategy,3.24648092015812,3.26678728899983,strategi
straw,2.16091434489541,3.70846379325666,straw
strawberry,3.21493494698806,3.25810522520852,strawberri
stream,3.59374372814006,3.59560146915198,stream
streaming,4.19823292417988,4.18977835300691,stream
street,2.88077552102286,3.48347196377704,street
streets,4.7145189422977,4.37622618529673,street
strength,4.9531171040627,4.04439432183337,strength
stress,4.84775508465672,4.38717892143204,stress
stressed,4.19209124827756,5.1664303536647,stress
stressful,4.65426757024693,4.98846673377693,stress
stressing,3.21832414079135,4.29105979210883,stress
stretch,2.58356149984562,3.23931620026821,stretch
strict,2.80429332946588,2.93755839072387,strict
stricter,3.28738737979572,3.5382468274247,stricter
strides,3.36500485612893,4.2740873228147,stride
strife,4.85339611995914,3.40137480427416,strife
strike,3.71158479488677,3.63590159396974,strike
strikes,4.31094345671127,3.72933994759566,strike
striking,3.875316892991,4.41939761025599,strike
strip,2.86247233863643,3.77754121781148,strip
stripped,4.18124603180658,3.96500847324395,strip
strive,4.44456854734402,4.13447862257126,strive
stroke,4.61961290717624,3.38386762511358,stroke
strokes,4.93829656924111,3.7973631051334,stroke
stroller,4.46844301375026,5.34961648052111,stroller
strombolo,2.33399398365416,2.23877081014407,strombolo
strong,3.69564182172412,3.24635447863899,strong
stronger,3.31034720820025,3.44056114444576,stronger
strongest,3.08141851010027,3.64179379356693,strongest
stronghold,5.55290814547416,3.65072038647074,stronghold
strongly,2.53958948681798,3.73049909617619,strongli
stroumbolopoulos,2.33399398365416,2.23877081014407,stroumbolopoulo
struck,4.75625963412359,4.30130156049293,struck
structure,3.81850733535541,1.96334937954029,structur
struggle,5.13049279460472,4.02115058467432,struggl
struggled,4.57531947666484,4.13083784103715,struggl
struggles,5.56354831638359,3.5040511318105,struggl
struggling,4.81737245104142,4.39693131483493,struggl
sts,4.67115804387496,2.23541527161235,st
stuck,2.1762043786065,2.28577492045664,stuck
stud,1.9893855012061,1.87846306288609,stud
student,4.08011381395372,3.93337933092671,student
students,4.73171133540752,4.37026623791289,student
studies,4.54113014310622,3.09013341042944,studi
study,4.54372629762062,4.24961424097984,studi
stuff,2.28080607208523,1.14522945508256,stuff
stuffed,3.19406970111572,4.12820751202335,stuf
stunned,3.56755642344889,4.50311566274812,stun
stunning,4.89325630418286,4.72650865072928,stun
stupid,1.3476900530617,2.33079701273423,stupid
stupidest,1.10055367715272,2.3969874369241,stupidest
stupidity,1.21331294744192,2.18573021877072,stupid
style,2.3523924791754,1.32525962540214,style
subhuman,3.98471861997874,5.95335838674864,subhuman
subject,2.2219019113679,1.81815520075173,subject
subjected,4.01107672878249,5.4580844952132,subject
subjugate,3.49517667719396,5.04754623481269,subjug
subscriber,3.97516654031813,3.43126533715377,subscrib
subservient,1.33833200093678,2.63366736057447,subservi
subsidies,3.07512478577789,4.05398247336806,subsidi
subsidize,2.10368060769288,3.65207837681513,subsid
substance,2.42420990706435,2.46945569865858,substanc
substandard,1.74475710124547,4.70034779732626,substandard
substitute,3.24498239771485,2.95879189390019,substitut
subtly,1.95188480676509,2.74188311952896,subtli
suburbs,4.77215048394836,3.242562982283,suburb
succeed,2.02819858586661,1.76973440581853,succeed
success,3.0172154758014,2.05118854466937,success
successful,2.43988877451588,1.46590072914543,success
successfully,3.41738491978229,3.22113531926977,success
succession,2.75624315448616,2.97441752683954,success
succumb,4.0902647566662,4.21880689540522,succumb
succumbed,4.4827602773794,4.41772746956839,succumb
such,3.22817647308716,3.34670296859298,such
suck,2.10915121696154,2.17224457283478,suck
sucker,2.27869772759299,2.20910842601563,sucker
sucks,2.781814242136,2.61496450389409,suck
sudan,5.14801156920322,4.91476149976465,sudan
sudden,3.49135149664479,3.35458818544591,sudden
suddenly,3.03704074454286,3.60430233448046,suddenli
sudfering,2.33399398365416,2.23877081014407,sudfer
sue,3.37936586240748,3.80411793661055,sue
sued,2.55854716202073,3.2646867961296,su
suffer,5.1257622729074,5.00950956691412,suffer
suffered,5.36749014188431,4.79640349848627,suffer
suffering,6.1505929167545,5.72725398681266,suffer
suffers,4.45475822638474,4.13237058624694,suffer
sufficiently,2.17966063202205,2.70615208047724,suffici
sugar,5.00123803554443,4.73756895669401,sugar
suggest,2.18549347955973,2.87388044559956,suggest
suggested,2.26771972420599,2.62127582007871,suggest
suggesting,2.39960625146184,2.63597471351192,suggest
suggestion,1.90557215759132,2.21189766847705,suggest
suggests,3.11186206012677,2.80904182425052,suggest
suicide,5.47839336856259,5.29625361022776,suicid
suicides,4.93681532813871,5.38922403721256,suicid
suing,1.94896401533488,2.87415611000806,su
suit,2.11598461078463,1.59841104224966,suit
suitability,4.74769524156979,3.75665844267612,suitabl
suitable,3.81265622463365,2.51844014230568,suitabl
suitcase,3.90878357753735,4.30364437655761,suitcas
suite,3.05813178693935,2.67154829291476,suit
suits,1.34935075011314,1.47227748687615,suit
sulfur,3.51539417211276,4.2382214748338,sulfur
sulphuric,4.33757477305119,4.40125703104735,sulphur
sum,2.12971966381369,2.84449660225174,sum
summer,2.9336535923626,3.36049817531433,summer
summers,3.40180299104747,2.54388457402485,summer
sums,1.48130990599879,2.68725383242346,sum
sun,4.9514758764906,4.63842710935716,sun
sunday,3.75124003848688,3.07572723391869,sunday
sung,5.42009682932752,3.13270602339271,sung
sunk,3.87475268736531,3.67358323550036,sunk
sunni,3.88114219385924,3.81614442589277,sunni
sunset,3.9085536159284,3.83752832748766,sunset
super,4.22964277450931,3.58256273814443,super
superbug,3.72649238055365,4.72755342271769,superbug
superfluous,1.45026259717815,2.06920856600968,superflu
supermarket,2.77918719292722,4.21502836396443,supermarket
supermarkets,4.12850162279499,3.95994323632547,supermarket
superstitious,2.32239577156873,3.51224252037413,superstiti
supervised,4.0427177488021,4.0120598830072,supervis
supplements,2.79136163735894,3.19810409556553,supplement
supplied,3.26062930315882,2.7061824005604,suppli
supplies,4.54565220106164,4.4100993192959,suppli
supply,4.07653318648109,4.22514543792723,suppli
support,4.49780072194053,3.91121495307651,support
supported,2.85365636211512,2.96139060876278,support
supporter,3.80222822657134,3.89549348468931,support
supporters,3.98189362641547,4.36053496324512,support
supporting,3.55234570277965,3.30356057547477,support
supportive,3.21048295435367,3.01990849473827,support
supports,3.01661894384261,3.41600839341011,support
suppose,1.92945945864816,2.26084610405733,suppos
supposed,1.49510499794544,2.32108037668045,suppos
supposedly,1.53419727443459,1.80243664968404,supposedli
suppress,2.97518461534351,3.61233632832703,suppress
suppressed,2.99298976644816,2.9257737255196,suppress
supremacist,3.9432624481619,4.78022434770061,supremacist
supremacists,4.16310919055511,4.49113733136686,supremacist
supreme,2.33546397958151,3.75545369807578,suprem
suprised,2.74891721333378,1.67218622186974,supris
suprising,2.1835156946218,1.17864210885421,supris
sure,2.6850353516729,1.56123301081604,sure
surely,1.95016649298017,2.39244389068073,sure
surface,5.09030954612017,2.77299975388743,surfac
surfer,2.32508299694924,2.40504581976414,surfer
surfers,2.10219901657754,2.52601757959769,surfer
surfing,2.38014682950843,1.75886950779675,surf
surgeries,4.57479502993663,3.33251114555556,surgeri
surgery,3.4593757283189,2.28405365227731,surgeri
surive,5.39574891936025,2.77969002982806,suriv
surly,2.00323395164181,2.63402874313404,surli
surpise,1.78825780529304,1.71210248020033,surpis
surpring,2.33399398365416,2.23877081014407,surpr
surprise,1.53432300265602,2.68828405948384,surpris
surprised,1.51374719159564,2.36980562956601,surpris
surprising,1.4994340895324,1.764695371327,surpris
surprisingly,1.42308674219988,1.25676985474496,surprisingli
surrendered,5.21265995860368,5.37074416368458,surrend
surround,4.6848075121533,3.50298418738337,surround
surrounded,4.55827565781865,4.22334539332686,surround
surrounding,4.54875710666847,2.69866394753457,surround
surroundings,4.87660852733053,3.26118720979118,surround
survey,4.4538557028901,4.22661450524386,survey
survival,4.96660409856532,3.25585170510524,surviv
survive,4.36096210367008,2.82206997181543,surviv
survived,4.90733996129868,3.23226992269595,surviv
surviving,4.59997925593053,2.00460109479387,surviv
survivor,5.1393490107168,3.52409394586848,survivor
survivors,5.20159133194185,4.14490798641899,survivor
susan,4.86595768570207,4.49870512853418,susan
susceptible,3.77633595596656,2.63062718032921,suscept
suspect,2.25781891579226,2.78705822517243,suspect
suspected,2.45243308060596,3.78671077923774,suspect
suspecting,1.55146152425967,2.79684082959247,suspect
suspects,2.78173170811987,3.50310270667598,suspect
suspend,2.94849750661009,4.74738717465597,suspend
suspenseful,1.88880544233329,3.28171924107711,suspens
suspicion,2.63960387152962,3.89031679262432,suspicion
suspicious,1.36338731253261,3.70586555868775,suspici
sustain,4.14391562638013,3.41226364375962,sustain
sustainability,5.26809467641215,4.60759045962424,sustain
sustainable,4.07724436341681,4.17558864143206,sustain
swallow,4.26166540465154,3.69085249953015,swallow
swam,4.45528139873385,3.99412716877154,swam
swamp,2.9993220530355,3.50665614720701,swamp
swastikas,4.83261336578057,5.21104828368581,swastika
swath,3.93444519197394,3.43080244426236,swath
swatting,2.29171255063514,2.63162865256587,swat
sway,1.67458184361239,1.73416224580233,sway
swear,1.95117816665062,2.90899578094051,swear
sweatshops,3.35978391791931,4.86867889807009,sweatshop
sweden,4.1705809915088,2.68133500301825,sweden
swedish,4.73483079695133,2.03556046325197,swedish
sweeps,3.80129393084341,2.01896743370738,sweep
sweet,5.24677258802572,3.98439526860837,sweet
sweetest,5.17783197025176,5.03147213226159,sweetest
swept,3.72193598529182,2.67197831939591,swept
swim,3.15351936552433,2.83015139833775,swim
swimmer,3.803676590094,2.66842548807154,swimmer
swimming,3.14971892660796,2.80464367245626,swim
swiss,3.49678088842591,3.17500908788866,swiss
switch,2.63388288505616,3.38279127412375,switch
switched,3.29506021469376,3.05336947869915,switch
switching,2.99605308877641,3.18149112165687,switch
symbol,5.3564908664188,4.06336285076525,symbol
symbolize,6.00058002555263,4.90849478970738,symbol
symbols,5.76986934394823,4.41234627204695,symbol
sympathetic,3.57682638087056,2.24911948211229,sympathet
sympathize,5.1889037082579,4.6672456236533,sympath
sympathized,4.23079949590356,4.35900969769023,sympath
sympathizer,3.15828311922215,4.03840281700522,sympath
sympathy,4.49322419206875,4.5465241572158,sympathi
symptoms,3.64681788943217,3.06360542274815,symptom
synch,1.49083846698779,1.44634960098863,synch
syndrome,3.35766760545474,2.91092945247188,syndrom
syria,4.97627161577855,5.04119582276164,syria
syrian,4.54977604221107,4.17547215428135,syrian
syrians,4.78559476121789,5.08588506469522,syrian
syringe,2.61956732938147,3.59797716004253,syring
system,3.74281999099133,2.76336404898543,system
systems,4.33664338168692,2.77001954074686,system
t,3.75698610833652,2.89195073065108,t
table,2.41339521390813,3.62509432804192,tabl
tablets,5.15212733629702,4.15392672956348,tablet
tabloid,3.44820679228152,2.6274844802202,tabloid
tabs,3.48219282391312,2.03108344402856,tab
tackle,2.64824619875429,3.41438044187922,tackl
tactic,2.86850356143729,3.51835334883186,tactic
tactics,2.92172344194265,3.73624641429765,tactic
tad,1.30371173718553,2.16896025722966,tad
tag,3.2978422212308,3.09522912886954,tag
tagged,4.37675871292762,2.26370853661012,tag
tagline,4.35793362842196,2.81240317701644,taglin
tail,2.42241333646038,1.87016146728917,tail
tailored,4.22480978206471,2.4692092118156,tailor
taiwan,2.81681014859014,2.59223568233335,taiwan
taiwanese,2.32898748971325,2.3229626763596,taiwanes
take,3.00942749791847,4.30546421694667,take
taken,2.95930066124364,4.56414025827933,taken
takeover,3.88889053332774,3.63636601359418,takeov
takes,2.12244077915397,3.08747226349797,take
taking,2.35999797826848,4.30414286096124,take
talall,2.33399398365416,2.23877081014407,talal
talent,2.39367643314973,2.21710988200205,talent
talented,3.39708281961507,3.23278902313713,talent
tales,3.14969672658067,2.33988384040739,tale
talibaan,2.33399398365416,2.23877081014407,talibaan
taliban,3.945569200324,3.69678481593421,taliban
talk,3.67106903571243,2.22346448654219,talk
talked,2.90881445535811,3.07024473119931,talk
talking,2.40250438909559,2.41019791307688,talk
talks,3.08753549964021,2.53618398989434,talk
tallent,4.86457034865086,3.06462621898764,tallent
tame,2.05824143283999,2.32482449225031,tame
tammy,5.36332887500134,5.01866003815123,tammi
tampered,3.2756493861531,4.53055340898211,tamper
tanaka,4.30789840338198,4.60780081852239,tanaka
tangible,5.47037626595647,4.05260713003557,tangibl
tank,2.16846838920194,2.95891818667888,tank
tanzania,6.34467416991282,5.13654470638829,tanzania
tap,3.93473665554841,3.10563694188338,tap
tape,3.04963763723906,3.59439493197785,tape
tapes,3.50151309881761,3.71807924564663,tape
target,5.13754918212137,4.05869095914325,target
targeted,5.21952144959905,4.54339571558101,target
targeting,5.02097792608861,4.04848301595358,target
targets,4.81974246885653,4.21260452716019,target
targetting,4.46972644281718,2.61878449911162,target
tarred,4.34714449467106,4.06986946826492,tar
taser,4.70243129168689,5.57167413371413,taser
tasers,4.64271012580175,5.60622385214163,taser
task,3.42909350581926,3.38920582567352,task
tasks,3.3900643130786,2.73958486733448,task
taught,3.62703730938917,3.18846443870307,taught
tax,2.52585210728134,1.84271665092497,tax
taxation,3.86636590906538,2.39201898447752,taxat
taxed,2.59660781993396,2.70261297991527,tax
taxes,2.19085199043925,1.85308521639629,tax
taxi,3.72045095930641,4.58726103212092,taxi
taxpayers,3.6042330195917,3.69862399947483,taxpay
taylor,5.26490327213859,4.70304947714757,taylor
te,2.5573210764263,2.30293457603716,te
teach,4.1212110958944,4.00361649419339,teach
teached,3.96280344281109,3.12868159984671,teach
teacher,4.63259659331137,4.97406128935584,teacher
teachers,4.70471024341272,5.05929039026874,teacher
teaches,3.40388826583031,3.31177603218667,teach
teaching,3.99501087897697,4.4029209989331,teach
team,3.15700136052848,2.81936473341494,team
teamed,4.32683272358019,4.0025987901989,team
teams,2.79847426751443,2.2602003178704,team
tear,5.12795559723928,3.64374676701137,tear
tearfully,4.76032726365915,5.37470457625792,tear
tearing,4.36114276845569,4.23307601864427,tear
tears,5.84730445711719,4.90716219021625,tear
tech,2.41748152784891,1.37607255995762,tech
technical,2.47293709867676,1.4552947807186,technic
technicians,2.83415706876903,3.52912815882413,technician
techniques,3.44899720294088,3.06993159757784,techniqu
techno,4.1282060835567,3.01691290288755,techno
technological,2.84320530726569,2.4950705446701,technolog
technology,2.96915745834227,3.05664344639666,technolog
tedious,1.67031503564565,3.0325183790947,tediou
teen,4.21819470210827,4.03678920666119,teen
teenage,2.59211361177556,2.98419151161205,teenag
teenager,3.96309301190338,4.01385262899819,teenag
teenagers,3.30285964491692,3.30621992437763,teenag
teens,4.00006993605799,3.429877827454,teen
teeth,4.93596012591657,3.58397510739628,teeth
teixeira,5.07638011825816,4.80693349901804,teixeira
televesion,2.33399398365416,2.23877081014407,televes
televised,3.63946120298753,2.45827160689062,televis
television,4.17008789128598,3.50310511912536,televis
tell,3.25065191067562,3.2894766640974,tell
tellers,4.09484937539435,3.73054718174442,teller
telling,1.93258785643359,3.02804601096289,tell
tells,3.30261972635707,3.14902019414385,tell
temperate,3.50448671725902,2.3025398491709,temper
temperature,3.35315295096064,3.4568699530564,temperatur
temperatures,3.57592528237948,4.02651129327373,temperatur
temporary,1.88846305529634,2.10048887736277,temporari
temps,2.10864916145407,3.32245667138668,temp
tempted,2.71494657713783,4.18401943734474,tempt
tempting,3.41588547126386,3.34819645085639,tempt
ten,3.13010180405479,3.90108126722351,ten
tenant,3.59153432347433,3.91416662830632,tenant
tend,2.35869307841231,1.33994912903407,tend
tendency,2.48956256295196,2.4050747506741,tendenc
tender,4.89912413656742,4.4697891973687,tender
tens,4.56925368329795,4.66825109590951,ten
tense,2.39555606659771,4.08043999738151,tens
tensig,2.33399398365416,2.23877081014407,tensig
tensing,3.02947188683981,4.10769095911122,tens
tension,3.35845315929038,3.54590215406544,tension
tensions,4.14370493732957,3.75539006154397,tension
tents,4.06456603516031,3.31422035350722,tent
term,3.69600100602899,2.71734054103949,term
terminal,5.17388586865316,4.31668083823906,termin
terminology,4.10682239945274,2.12568265626312,terminolog
terminus,4.60822816055246,3.90176957243564,terminu
terms,4.15860033979439,2.79621340140815,term
terrible,3.92351962037056,4.79781900440605,terribl
terribly,3.06461004651253,3.48639667330455,terribl
terrified,2.61546327738413,5.22232295991497,terrifi
terrifying,3.30512177372557,5.45363100563305,terrifi
territories,5.07973143155303,4.80552384637793,territori
territory,4.330163642071,3.13584002437448,territori
terror,2.63642045893221,5.4877537532151,terror
terrorism,3.51054265497005,5.01039292137874,terror
terrorist,2.18471573975047,4.68014394228796,terrorist
terrorists,2.91921264794457,4.9057999666548,terrorist
terrosist,2.33399398365416,2.23877081014407,terrosist
terrosit,2.33399398365416,2.23877081014407,terrosit
terry,3.66386691570986,4.26481108967836,terri
test,2.26906698552422,2.88503562004579,test
tested,2.76159818454173,2.94119454991461,test
testified,3.81611788667944,5.33415021982672,testifi
testing,3.10528793340247,3.67986978209512,test
texas,3.44561917388782,4.07620962739923,texa
text,5.12510586785236,4.49625552805846,text
texting,3.57103952966927,4.72146847989143,text
th,3.90794156646067,3.06495898458852,th
tha,1.8800874256103,1.56069391628262,tha
thai,2.1778195396991,2.81524130743155,thai
thailand,3.52565399419451,3.2867837655574,thailand
than,2.39750067555012,1.63551872926808,than
thank,4.31171087644466,4.40992530494521,thank
thankful,4.93396264333542,4.7197471100764,thank
thankfully,1.87723516035444,1.66032276085305,thank
thanks,3.69850185050021,2.11593655684151,thank
that,2.10121774868739,2.66780551443234,that
thats,3.0035911950898,1.37470726108157,that
thawing,2.48141775048618,3.3735871443291,thaw
the,2.65099708126283,2.33435269761003,the
theat,3.2385386279499,1.64713219038347,theat
thee,3.98367480968716,4.09395250929742,thee
theey,4.22704003470605,3.11139371469986,theey
theft,4.36205305575224,3.82695746434632,theft
thehri,2.33399398365416,2.23877081014407,thehri
their,4.23025072186796,3.35534857423195,their
theirs,2.97404337053359,1.8815867880883,their
them,3.67171152981969,3.59790841780339,them
theme,3.45461448282847,2.35315334298122,theme
themselves,1.83827114706048,1.99278192329791,themselv
then,3.08975288213043,3.01627518934799,then
theocracy,2.30534815099163,2.46941190978297,theocraci
therapy,4.97760343885404,4.31159433270842,therapi
there,2.43931093628622,1.99936661834713,there
theres,2.47662927958914,1.24715341745482,there
these,4.22907533592146,4.21507348234583,these
they,3.5475058347319,3.04309991755101,they
theyll,3.3085552298525,2.45285055370705,theyll
theyre,3.59822051647762,2.72812362750859,theyr
thick,3.93319780543099,2.91613130665579,thick
thier,4.38377008327837,2.4935743834346,thier
thin,2.99701664575281,2.99165386317557,thin
thing,1.9245234038762,1.57902164007134,thing
things,2.46127221905318,2.22342994953489,thing
thinj,2.33399398365416,2.23877081014407,thinj
think,2.18489889930562,2.19429610467037,think
thinking,1.75960457063826,3.0350432434231,think
thinks,1.29635934899029,2.04243897763894,think
thiols,5.26815882238179,2.40438938176481,thiol
third,2.3882425397167,3.68145670321086,third
thirds,2.94767762194662,4.17986049097577,third
thirst,5.70629822705966,4.66633324176384,thirst
thirty,2.60113758398409,3.5307125706641,thirti
this,3.05373436517482,3.74603766877263,thi
tho,1.45704147697791,1.45817605276825,tho
thoght,4.66596235268876,3.25445667823091,thoght
thomas,5.04382176003721,4.90059501972282,thoma
thoose,4.38217307000955,2.50686527749814,thoos
thorough,4.36821674404813,3.92429651878076,thorough
thoroughly,2.48186386521421,4.20404972658184,thoroughli
thorton,3.57215877184995,3.13991850542506,thorton
those,3.28404212467538,2.89557678279678,those
though,1.35439703033582,1.09154036588725,though
thought,2.74710736325036,2.57526201913148,thought
thoughtless,2.62545128816592,5.08931324405657,thoughtless
thoughtlessness,3.67881136194864,5.57402903934033,thoughtless
thoughts,3.84160214592055,3.38177828468705,thought
thousand,3.19085701890373,3.83040548413988,thousand
thousands,4.28330439639245,4.51684151240919,thousand
threat,2.43545815652708,3.63579543353201,threat
threaten,2.6552597829926,4.85537427651307,threaten
threatened,3.44703101493145,5.21897758705569,threaten
threatening,2.20578574709357,5.10025308810588,threaten
threatens,2.97037931021604,5.14460712644428,threaten
threathing,2.33399398365416,2.23877081014407,threath
threats,3.46010712369566,4.30454967232523,threat
three,3.27327515421725,4.01104490480867,three
threw,3.45517354856394,3.96409161978675,threw
thrilled,4.32049732337652,4.6028364645722,thrill
thriller,3.20490750107881,3.0098052259481,thriller
thrive,3.51162833418943,3.42907249325075,thrive
thrived,2.77861771427228,2.51002263368466,thrive
thriving,2.97985189531374,3.5101904462668,thrive
throat,4.97327722224792,4.42908812929842,throat
through,4.9212385861563,4.39161475801933,through
throughout,3.95803718372508,3.45887924690235,throughout
throw,2.8754185707543,3.13662238040652,throw
throwing,2.61018376533228,3.33536507204416,throw
thrown,3.1009084811074,3.37874876102177,thrown
throws,2.90172981437681,2.86927984637473,throw
thula,2.33399398365416,2.23877081014407,thula
thumb,3.13107005088871,2.00729046585934,thumb
thursday,4.1941327701791,3.79454517404561,thursday
thwart,3.04427476099203,4.25496082273153,thwart
tickets,5.29524035432022,4.08978720370482,ticket
ticks,4.49601302271334,3.96827736629441,tick
tide,2.93336102558165,4.25391206486288,tide
tie,2.55817253496964,3.42490970317208,tie
tied,3.06155791927684,3.8196305217697,tie
ties,2.27208023466617,3.50300538569323,tie
tiger,4.6406163026702,3.90430432693763,tiger
tigers,5.23564550252539,3.677900964316,tiger
tight,3.39534045868602,3.5410238103089,tight
tighter,3.23641592396199,4.27371272921973,tighter
tightly,3.47830824490043,3.94107449026267,tightli
til,3.17812772445439,2.83710244959903,til
till,3.15994399633441,2.92597224355762,till
tilting,2.82712813452926,3.76997621064299,tilt
time,1.86592275586865,2.58528810884115,time
timeline,2.75531291022064,3.13610335948437,timelin
timelines,4.61371169499243,4.60347630839492,timelin
timely,4.94205058703953,3.60156515350325,time
times,4.23485032366599,3.42692461310145,time
timeshare,3.30643709747429,3.65269364846087,timeshar
timeshares,2.95369743500459,3.10973525283293,timeshar
tiniest,2.8255937502981,4.62135374907669,tiniest
tinnitus,5.2063760953775,3.68420932111341,tinnitu
tiny,3.56928469425875,4.04398057854697,tini
tipped,2.55164518497835,3.72637499417703,tip
tips,3.99490095947623,2.32022877628221,tip
tiptoe,3.27295371842268,4.13860769148111,tipto
tired,2.64545292556517,4.37840958442381,tire
tirelessly,4.50646787691416,4.72414765672047,tirelessli
tiring,2.63540254765479,3.65827643260839,tire
title,3.33037797287979,1.5526444736864,titl
titled,3.28701413190929,2.08553597645558,titl
titles,2.77119839568659,1.60209467890404,titl
tmz,3.950558620697,3.81651217495483,tmz
to,3.70526085519343,3.43678462435653,to
today,3.88224886611476,4.57218729568736,today
todays,2.72936359464029,1.66643250050454,today
toddlers,4.61805323213833,5.22523553583338,toddler
tog,3.41369613667632,3.47877756333442,tog
together,3.86473940519494,3.86771963399655,togeth
toilet,2.21188467702742,3.1320685665784,toilet
told,2.67233879292798,3.96411967486901,told
tolerable,1.4245193905763,2.40946137965851,toler
tolerant,3.11417773729386,2.64511763885485,toler
tolerate,1.61567199624037,4.25684016938524,toler
tolerated,2.02362583553038,3.10205720999642,toler
toll,5.0265431064841,5.69054144029586,toll
tolls,4.84512267600149,4.76422020056015,toll
tomatoes,4.65897459603468,5.12568785437607,tomato
tommorrow,3.76512387244961,2.78969847799058,tommorrow
tomorrow,2.55066124539742,3.44135024014921,tomorrow
ton,3.35993859480274,2.88605564277215,ton
tone,3.07029890862415,2.04742146641534,tone
tongue,4.51569343681792,2.56656963159545,tongu
tonight,3.32587084914373,3.43772225900682,tonight
tons,4.35962628687595,3.78896137405643,ton
too,3.17413122078673,2.27731126144158,too
took,3.32729683086004,4.05919514765238,took
tools,3.85609888748291,3.54708543994493,tool
tooth,5.57121905001552,3.37050007897766,tooth
top,1.82494659087095,1.68582940634667,top
topic,2.85476915290674,1.10499581480693,topic
